,City,date,Hava.Sicakligi,PM10,NO,NO2,O3,Ruzgar.Hizi,Hava.Basinci
0,ANKARA,2008/02,-0.9551569506726457,89.78923766816143,,,,0.9910313901345291,918.0874439461884
1,ANKARA,2008/04,13.717546362339515,119.30670470756063,25.78688524590164,30.152011922503725,41.84126984126984,1.3680456490727533,914.3680456490728
2,ANKARA,2008/05,14.294416243654823,1177.65820642978,17.742138364779873,52.60796645702306,53.458333333333336,1.5431472081218274,906.1590524534687
3,ANKARA,2008/06,19.75,1607.0357142857142,6.472222222222222,39.94444444444444,47.76470588235294,1.8392857142857142,902.3392857142857
4,ANKARA,2008/07,23.310679611650485,43.85298196948683,7.320610687022901,41.804580152671754,91.78787878787878,1.2441054091539527,907.757281553398
5,ANKARA,2008/12,6.344086021505376,153.29569892473117,184.86516853932585,87.8314606741573,,1.3064516129032258,914.8172043010753
6,ANKARA,2009/04,12.069444444444445,74.72222222222223,39.0,82.8041958041958,34.75,1.5625,920.2222222222222
7,ANKARA,2009/06,21.755381604696673,40.29549902152642,10.443137254901961,39.950980392156865,,1.2309197651663406,908.7954990215264
8,ANKARA,2009/07,23.732758620689655,34.87931034482759,25.0,45.95043103448276,,0.9741379310344828,906.5193965517242
9,ANKARA,2009/12,5.065677966101695,84.53707627118644,118.21818181818182,66.93903743315508,12.355633802816902,2.1864406779661016,909.5105932203389
10,ANKARA,2010/01,2.8177847658979736,67.66212438853948,79.13339500462534,59.26919518963922,16.33731343283582,1.5948637316561844,914.2213487071978
11,ANKARA,2010/02,6.342365008709115,60.335784788078186,45.3996899911426,40.69198405668733,22.183435582822085,1.8941358622024385,910.3971356686666
12,ANKARA,2010/03,8.11846571622539,64.24541751527495,50.628697927148316,52.85443929937588,31.75925925925926,1.7817379497623897,914.8531907671419
13,ANKARA,2010/04,11.718493287918253,46.25185333600481,32.19406801329583,48.38711327026336,42.610161443494775,1.4964936886395512,915.9432979362853
14,ANKARA,2010/05,17.239819004524886,50.53092006033182,28.566739606126916,51.35065645514223,45.72187649593107,1.478318250377074,912.95116892911
15,ANKARA,2010/06,20.56979036015051,45.12058770829601,21.7742006615215,45.67056229327453,53.92830009496676,1.4608493101594697,911.2406378785164
16,ANKARA,2010/07,24.676253687315633,43.29369469026549,16.333922955974842,38.566627358490564,73.31651376146789,1.5619469026548674,912.2195796460177
17,ANKARA,2010/08,27.109984984984983,56.470908408408405,18.68784860557769,42.38227091633466,75.61496965610249,1.4395645645645645,912.542042042042
18,ANKARA,2010/09,21.508073817762398,53.099000384467516,30.001657589391428,39.77738432483475,50.74821973550356,1.585928489042676,914.9271434063821
19,ANKARA,2010/10,11.950246866691986,62.687998480820355,56.99337121212121,42.72419507575758,24.955963302752295,1.2426889479680971,917.2899734143563
20,ANKARA,2010/11,10.889513108614231,128.6350989834136,139.12970168612193,77.5037134119703,14.634744947064485,1.1075441412520064,920.6902086677368
21,ANKARA,2010/12,5.6890711356748085,99.69655910144411,103.37302248126561,63.24368581737441,164.01556064073228,1.3124108416547788,914.8965947584239
22,ANKARA,2011/01,1.552607994264205,73.23944890129054,103.83386046511627,107.27758139534883,16.933908045977013,1.4475712493278365,916.7406345223159
23,ANKARA,2011/02,2.2042621632488943,76.43839195979899,82.74136607828089,121.08825786646202,22.55233494363929,1.4847205468435867,913.8876156011258
24,ANKARA,2011/03,5.3352941176470585,72.97076648841355,67.07307171853857,114.19057284618854,29.201177625122668,1.6057040998217469,917.8910873440285
25,ANKARA,2011/04,9.313192904656319,50.60735402808574,29.059065934065934,43.22687728937729,33.38731304796287,1.765890613451589,911.4719142645972
26,ANKARA,2011/05,14.371304347826086,46.54747826086957,27.72461134665859,43.57863920856047,36.15320197044335,1.4834782608695651,914.3027826086957
27,ANKARA,2011/06,18.611078717201167,43.94033041788144,26.07893061744112,52.71207298960322,45.466431095406364,1.4542274052478135,912.7533527696793
28,ANKARA,2011/07,24.06369915579432,47.88584036838066,21.26688311688312,59.87619047619047,63.06591244466306,1.5721412125863392,911.493668457406
29,ANKARA,2011/08,23.808892514786866,37.49288829888109,15.64444944832245,46.68070254447196,58.18589743589744,3.44156638792576,916.3603843008995
30,ANKARA,2011/09,21.968108504398828,49.70986070381232,35.997577225923685,45.960226125580455,45.93793638479441,3.99358504398827,923.0552859253007
31,ANKARA,2011/10,12.049105512960935,72.13526834611172,79.5233665080052,44.716572912159236,18.0473017988008,3.4034381858083393,991.3041921213398
32,ANKARA,2011/11,3.8869501999272993,96.4885496183206,94.2211498111624,47.449223667645825,16.270761670761672,2.067892208063505,1006.6181453816724
33,ANKARA,2011/12,4.092239303574736,79.6494550652135,51.72174859423182,38.03301287865046,16.73595775324052,3.369327653269124,1019.7921837377293
34,ANKARA,2012/01,-0.3511874684183931,33.905222039473685,24.88374205267938,33.119663941871025,17.07,3.523496715512885,1013.0922182920667
35,ANKARA,2012/02,-1.0047291487532244,45.55081720834116,18.984263849967665,46.66522957533951,18.990950226244344,3.7300085984522786,1014.7570937231299
36,ANKARA,2012/03,3.6916788933137705,32.047161255214945,18.212891780011827,38.651685393258425,24.95164960182025,3.954726472437644,1017.6761685181303
37,ANKARA,2012/04,13.746451612903225,30.774211606643032,17.98607176581681,32.02785646836638,37.32062055591467,3.6744086021505376,1010.5550537634408
38,ANKARA,2012/05,15.7437876960193,37.08273602293672,16.226971428571428,44.016685714285714,46.5099675475197,3.446562123039807,1011.6566948130278
39,ANKARA,2012/06,21.1837986463621,86.42277318640954,18.457577652699605,50.50969355847405,68.23164377072477,4.075084602368866,1013.7011421319797
40,ANKARA,2012/07,23.85009215646119,118.31077471059662,17.829045643153528,52.12448132780083,68.52762430939227,4.484538193733361,1010.5861150931804
41,ANKARA,2012/08,21.44008801760352,104.29264039065225,17.943809148264986,56.04376971608833,56.127620783956246,4.379475895179036,1013.5933186637327
42,ANKARA,2012/09,18.733642972536348,123.12713807088697,51.676597493322376,74.34209985617423,43.28248315688162,4.067043618739903,1009.6793214862681
43,ANKARA,2012/10,12.56746729154462,82.189590443686,60.57716125836017,61.31954421600198,19.096796657381617,3.6766256590509667,1001.9326303456356
44,ANKARA,2012/11,5.033528918692372,113.37080568720378,94.89643497311293,69.39832702648874,17.279798545047566,3.6068734283319364,1003.3369656328583
45,ANKARA,2012/12,1.532599195944765,101.70078602620087,91.59181455994205,59.74755523361101,14.596958174904943,2.1146652683097362,1019.624033731553
46,ANKARA,2013/01,3.8529567519858783,70.3576345984113,55.66616710378419,49.924878231547396,26.610065851364062,1.4903052064631956,1024.4255957634598
47,ANKARA,2013/02,6.994341757827235,79.19445492267069,63.94269685433781,58.02945301542777,30.030102040816328,3.2376943005181347,1024.4713315729914
48,ANKARA,2013/03,5.303289115028166,72.34855059885436,52.65827081100393,74.75151839942836,36.0663192799621,2.489204650304484,1006.4003270943122
49,ANKARA,2013/04,12.43290734824281,81.14253275109171,47.566527860400555,83.65166534496431,42.2453531598513,2.8929712460063897,1010.2365992190273
50,ANKARA,2013/05,20.270010865628397,69.84090519458255,36.03305785123967,92.43784068929136,51.13059360730593,3.296993842810576,996.8448026077508
51,ANKARA,2013/06,22.30492628550881,52.20035938903863,19.64714468162744,66.97080824667032,64.79297693920336,3.4163969795037756,1009.3110391945344
52,ANKARA,2013/07,23.725834193326452,45.295907840440165,13.228423772609819,39.064254952627046,44.30598555211558,3.610423116615067,1011.5091159270726
53,ANKARA,2013/08,24.456226020230204,46.658752166377816,18.080581980973697,47.03805260212647,43.79788700045935,3.3685036623648412,1012.182943843739
54,ANKARA,2013/09,18.82753101240496,61.64811898512686,57.79557239728759,64.1852812126047,26.86082191780822,3.322529011604642,1026.9401760704282
55,ANKARA,2013/10,12.452338661930137,91.63911845730027,110.72237762237762,62.734965034965036,16.514756348661635,3.2226169330965067,1034.556147621867
56,ANKARA,2013/11,9.602437981180497,113.54109062980031,137.37030550690795,65.36816501264838,10.698070374574348,3.0767750213858,1031.6661676646706
57,ANKARA,2013/12,0.10265235877708039,111.62133666904933,134.0420579029734,74.58157276995306,9.306603773584905,2.9234662887224134,1038.1735169062563
58,ANKARA,2014/01,4.26122616362518,103.0426970289984,147.00419639110365,87.33256399496433,6.322932917316693,3.1213860980110724,1032.8882509739594
59,ANKARA,2014/02,7.10705318420452,81.09209744503862,121.01241060159866,76.49011358855701,9.463790446841294,3.132161606939055,1031.7660351517918
60,ANKARA,2014/03,9.758853959411063,58.55102395001735,37.259326004685526,55.71274103442062,25.696608040201006,3.037007560684441,1034.2319936331078
61,ANKARA,2014/04,14.69088669950739,54.637235389904106,23.284923664122136,47.991603053435114,40.18888888888889,3.0158045977011496,1033.0127257799672
62,ANKARA,2014/05,17.431818181818183,41.38343949044586,14.73616784255477,37.955811362792424,42.672046109510084,3.02756734006734,1034.2102272727273
63,ANKARA,2014/06,19.06431700517722,49.94706927175844,18.52037897747587,43.54969610296747,47.57036300348086,4.386101154918359,1022.5426125049781
64,ANKARA,2014/07,16.422937833649044,46.790189328743544,11.450222617987533,37.37181996086105,69.23785746709034,4.679008093680041,955.8289994833822
65,ANKARA,2014/08,16.111007636431367,49.21688988095238,18.103371242891956,47.51462225832656,67.7046281851274,3.9932948407524678,934.6882100949897
66,ANKARA,2014/09,10.805614783226723,48.664002841413605,27.73025604038947,50.75333573746845,45.110759493670884,2.8608742004264394,940.1977611940298
67,ANKARA,2014/10,5.9604763548498445,61.160812672176306,48.70318449290412,51.90325372101073,21.029121653358384,2.8738350017259235,944.6529168104936
68,ANKARA,2014/11,1.1854622171077867,89.40954388654657,71.27339378738182,64.52690453230473,26.510365251727542,3.225354813962409,950.5838128116609
69,ANKARA,2014/12,6.347896732262141,80.76931388438682,78.65313182811362,56.46941005098325,13.577990430622009,3.448998014081964,975.7104170427875
70,ANKARA,2015/01,1.776602364654636,62.197226821192054,43.017352185089976,56.96979434447301,18.138292011019285,2.899398465048745,971.6739265712508
71,ANKARA,2015/02,4.340886699507389,44.4069425377525,33.93542832544124,50.10503659061558,29.99501743896363,3.9655172413793105,971.7144827586206
72,ANKARA,2015/03,7.458036984352773,54.61670805250089,37.89708372530574,52.7394419306184,29.55678670360111,3.7243954480796586,974.3911806543385
73,ANKARA,2015/04,9.353551619252102,45.178845810255496,30.088312664411877,55.47471329197217,33.2080378250591,3.809447128287708,974.3707282161389
74,ANKARA,2015/05,12.011827321111769,45.846477392218716,21.275586049170954,45.81189251000572,43.82092457420924,3.867336881529667,1050.704711216243
75,ANKARA,2015/06,13.948778396913845,36.8296488946684,17.13523650760575,44.94165451135653,50.73463687150838,4.068366909558509,903.036005143592
76,ANKARA,2015/07,20.18933969769292,36.454404646660215,14.981199641897941,42.615040286481644,68.26440177252584,4.1994828957836114,969.851630867144
77,ANKARA,2015/08,24.169956927494617,44.98175313059034,14.491519174041297,46.192109144542776,71.99671207139502,5.665829145728643,1075.0488155061018
78,ANKARA,2015/09,22.905891210239037,59.86702925731433,36.79345758843667,67.21434005325219,44.42673107890499,5.995670995670996,1060.2512704686617
79,ANKARA,2015/10,14.351240376390077,57.673149095871715,53.245672907099966,62.72765807135288,30.177462887989204,5.669632164242943,1059.2473909324208
80,ANKARA,2015/11,8.959893992932862,93.60200845665962,108.905809052593,83.16452913155001,19.897632311977716,5.477031802120141,1061.0340989399294
81,ANKARA,2015/12,0.7231804070369093,107.06926778961842,112.04349376114082,80.41273794698452,18.006688963210703,4.8254570541566055,1067.6184891341843
82,ANKARA,2016/01,1.4513574660633484,60.896201579541184,56.26739175046173,65.9491073260825,23.457903313416622,5.380279034690799,1067.9370286576168
83,ANKARA,2016/02,8.139708561020036,80.80341259756761,67.04829436565734,62.45822154082024,21.385728542914173,4.278688524590164,1059.4781420765028
84,ANKARA,2016/03,8.852467532467532,60.39744254363228,38.46359447004608,54.73714285714286,38.10671936758893,3.9814718614718614,1055.4884848484849
85,ANKARA,2016/04,15.03861752777288,67.13648340066749,32.19318392294869,50.56507995537375,43.48548689138577,4.002997707635338,1055.971080938106
86,ANKARA,2016/05,15.979230630305219,53.42167806985956,22.176966292134832,46.014446227929376,50.45591182364729,4.145204984648727,1059.5369333574138
87,ANKARA,2016/06,22.222053520592144,56.127832326283986,21.031332655137334,44.49969481180061,49.53230586840545,3.513190358701841,1038.4568229265515
88,ANKARA,2016/07,25.04836716681377,37.906379310344825,14.571271929824562,40.67257445642244,77.61248033560567,1.8275375110326566,1010.3286849073257
89,ANKARA,2016/08,25.387592880594436,49.740158839779006,16.520494003937714,45.76713799892608,68.51000690131124,1.6602730257473648,1010.8545014688094
90,ANKARA,2016/09,18.47650208209399,50.740557642871266,36.00400641025641,53.10657051282051,50.156929347826086,1.4905810033710094,1012.733491969066
91,ANKARA,2016/10,13.630015909492665,78.65815877486358,73.02192564346997,68.21124880838894,39.973321067157315,1.2808909315891814,1014.0995227152201
92,ANKARA,2016/11,7.126229215090292,106.57593021185686,93.80798548094374,78.97604355716878,32.17548454688318,1.4114071160379045,1015.3452529948149
93,ANKARA,2016/12,0.08505550811272417,68.53507728894174,66.95742397137747,60.92003577817531,21.247123791992635,1.4387702818104184,1014.9680614859095
94,ANKARA,2017/01,-0.6767151767151767,56.23192148760331,41.569816904013315,71.13958217785172,27.029721079103794,1.6191961191961193,1013.3030145530146
95,ANKARA,2017/02,3.386836027713626,68.63711538461538,52.47788565264293,77.93701466781708,28.962705121829934,1.4782525019245574,1015.990377213241
96,ANKARA,2017/03,9.22420548541576,69.13758680555556,43.31378692927484,77.3661593554163,32.939181286549704,1.6473661297344362,1009.5685676969961
97,ANTALYA,2007/02,22.37030995106036,103.62969004893964,,,,2.8597063621533443,1021.4094616639478
98,ANTALYA,2007/03,16.515477792732167,91.29744279946165,,,,5.492597577388963,1037.78465679677
99,ANTALYA,2007/04,16.487046632124354,70.86528497409327,,,,5.829015544041451,1036.7772020725388
100,ANTALYA,2007/05,17.022727272727273,78.62272727272727,,,,5.045454545454546,1031.35
101,ANTALYA,2007/06,17.341843971631207,72.0950354609929,,,,5.058156028368795,1026.7617021276596
102,ANTALYA,2007/07,17.969818913480886,64.98591549295774,,,,3.995975855130785,1019.9557344064386
103,ANTALYA,2007/09,17.0,73.61617900172116,,,,5.089500860585198,1032.4406196213424
104,ANTALYA,2007/10,17.0,79.67967698519516,,,,5.278600269179004,1038.056527590848
105,ANTALYA,2007/11,17.94083694083694,78.2063492063492,,,,5.275613275613275,1038.994227994228
106,ANTALYA,2007/12,19.09480122324159,83.27522935779817,,,,5.651376146788991,1047.9908256880733
107,ANTALYA,2008/01,19.88472622478386,91.23919308357348,,,,5.876080691642652,1045.3515850144092
108,ANTALYA,2008/02,18.136494252873565,102.85919540229885,,,,5.925287356321839,1048.0689655172414
109,ANTALYA,2008/03,16.6996336996337,85.1025641025641,,,,5.5787545787545785,1036.2820512820513
110,ANTALYA,2008/04,16.442857142857143,45.86190476190476,,,,5.604761904761904,1037.4238095238095
111,ANTALYA,2008/05,16.897849462365592,57.88306451612903,,,,5.318548387096774,1033.4435483870968
112,ANTALYA,2008/06,17.5626423690205,71.47152619589977,,,,5.58997722095672,1030.0501138952163
113,ANTALYA,2008/07,17.197115384615383,68.98076923076923,,,,5.6875,1027.5264423076924
114,ANTALYA,2008/08,17.16915422885572,72.85240464344942,,,,5.416252072968491,1027.922056384743
115,ANTALYA,2008/09,17.004373177842567,63.018950437317784,,,,5.463556851311953,1032.5655976676385
116,ANTALYA,2008/10,16.935794542536115,56.41733547351525,,,,5.192616372391654,1038.0064205457463
117,ANTALYA,2008/11,16.48611111111111,80.49444444444444,,,,5.115277777777778,1039.8958333333333
118,ANTALYA,2008/12,16.288,104.19,,,,5.31,1041.122
119,ANTALYA,2009/01,23.10252100840336,93.47731092436975,,,,5.549579831932773,1039.6201680672268
120,ANTALYA,2009/02,19.81763826606876,60.270553064275035,,,,5.4050822122571,1031.7772795216742
121,ANTALYA,2009/03,16.247967479674795,53.24119241192412,,,,5.5894308943089435,1034.0948509485095
122,ANTALYA,2009/04,18.3643949930459,45.158553546592486,,,,5.426981919332406,1034.7190542420028
123,ANTALYA,2009/05,16.568627450980394,37.4733893557423,,,,5.375350140056023,1033.4957983193278
124,ANTALYA,2009/06,17.421585160202362,42.76222596964587,,,,5.482293423271501,1030.2816188870152
125,ANTALYA,2009/07,17.672506738544474,46.57681940700809,,,,5.2533692722371965,1024.4312668463613
126,ANTALYA,2009/08,17.10217983651226,48.05313351498638,,,,4.858310626702997,1024.5395095367846
127,ANTALYA,2009/09,16.8763197586727,41.01508295625943,,,,4.0165912518853695,1023.3378582202112
128,ANTALYA,2009/10,17.519536903039075,57.28943560057887,,,,3.5426917510853837,1033.4616497829234
129,ANTALYA,2009/11,16.554112554112553,69.17171717171718,,,,2.43001443001443,1036.2005772005773
130,ANTALYA,2009/12,16.25212464589235,104.83994334277621,,,,2.943342776203966,1039.4504249291786
131,ANTALYA,2010/01,16.127118644067796,123.21045197740114,,,,2.8206214689265536,1040.3813559322034
132,ANTALYA,2010/02,16.13949843260188,82.68338557993731,,,,3.029780564263323,1037.719435736677
133,ANTALYA,2010/03,16.533546325878593,58.305111821086264,,,,2.9808306709265175,1031.276357827476
134,ANTALYA,2010/04,16.675487465181057,51.991643454039,,,,2.8662952646239552,1018.0793871866296
135,ANTALYA,2010/05,17.05263157894737,50.59919028340081,,,,2.819163292847503,1014.9352226720648
136,ANTALYA,2010/06,17.817039106145252,47.273743016759774,,,,2.8840782122905027,1011.477653631285
137,ANTALYA,2010/07,19.05708661417323,43.94291338582677,,,,2.7913385826771653,1010.6456692913385
138,ANTALYA,2010/08,17.02015503875969,62.50387596899225,,,,2.7891472868217053,1010.7860465116279
139,ANTALYA,2010/09,17.360413589364846,52.97045790251108,,,,2.7488921713441656,1014.7090103397342
140,ANTALYA,2010/10,17.0,48.81104651162791,,,,2.738372093023256,1018.2194767441861
141,ANTALYA,2010/11,16.293871866295266,102.99303621169916,,,,2.5445682451253484,1021.3509749303621
142,ANTALYA,2010/12,16.73233695652174,109.0625,,,,2.6440217391304346,1018.4073569482289
143,ANTALYA,2011/01,16.618598382749326,79.83692722371967,,,,2.8598382749326148,1020.4285714285714
144,ANTALYA,2011/02,16.541864139020536,71.45497630331754,,,,2.859399684044234,1017.2037914691944
145,ANTALYA,2011/03,16.937669376693766,67.22222222222223,,,,2.817073170731707,1021.8075880758807
146,ANTALYA,2011/04,16.796373779637378,46.2510460251046,,,,2.8437935843793585,1013.9623430962343
147,ANTALYA,2011/05,16.519568151147098,40.49662618083671,,,,2.7813765182186234,1014.7948717948718
148,ANTALYA,2011/06,17.455431754874652,45.522284122562674,,,,2.7242339832869082,1009.6935933147632
149,ANTALYA,2011/07,18.248313090418353,63.1578947368421,,,,2.7044534412955468,1007.0836707152497
150,ANTALYA,2011/08,33.607287449392715,46.33198380566802,,,,2.854251012145749,1007.8137651821862
151,ANTALYA,2011/09,31.026425591098747,47.97079276773296,,,,2.8484005563282335,1011.6940194714882
152,ANTALYA,2011/10,23.817901234567902,52.120370370370374,,,,2.8641975308641974,1017.3472222222222
153,ANTALYA,2011/11,17.988826815642458,83.0391061452514,,,,2.819832402234637,1019.8379888268156
154,ANTALYA,2011/12,15.265498652291106,110.52830188679245,,,,2.734501347708895,1021.2196765498652
155,ANTALYA,2012/01,13.224021592442645,63.84885290148448,,,,2.997300944669366,1015.8488529014845
156,ANTALYA,2012/02,13.814868804664723,62.62244897959184,,,,3.0233236151603498,1017.1472303206997
157,ANTALYA,2012/03,17.167567567567566,44.58108108108108,,,,3.027027027027027,1019.6135135135136
158,ANTALYA,2012/04,20.702265372168284,47.85436893203884,,,,2.5533980582524274,1014.2119741100323
159,ANTALYA,2012/05,24.560646900269543,39.367924528301884,,,,2.835579514824798,1015.199460916442
160,ANTALYA,2012/06,30.521186440677965,47.72598870056497,,,,2.7062146892655368,1010.9759887005649
161,ANTALYA,2012/07,34.45391061452514,54.020949720670394,,,,2.7541899441340782,1007.891061452514
162,ANTALYA,2012/08,34.0310391363023,45.412955465587046,,,,2.739541160593792,1008.8164642375169
163,ANTALYA,2012/09,29.996661101836395,54.3322203672788,,,,2.5492487479131887,1012.6293823038397
164,ANTALYA,2012/10,23.819163292847502,44.79217273954116,,,,2.045883940620783,1010.6126855600539
165,ANTALYA,2012/11,15.123376623376624,56.753246753246756,,,,0.9642857142857143,998.1607142857143
166,ANTALYA,2012/12,-21.37361111111111,53.25694444444444,,,,0.9652777777777778,855.0319444444444
167,ANTALYA,2013/01,-33.7649063032368,39.124361158432706,,,,1.717206132879046,799.9778534923339
168,ANTALYA,2013/02,-38.863157894736844,45.529323308270676,,,,0.324812030075188,633.6436090225563
169,ANTALYA,2013/03,-40.0,48.40675675675676,,,,0.0,601.0
170,ANTALYA,2013/04,-40.0,38.16155988857939,,,,0.0,601.0
171,ANTALYA,2013/05,-40.0,36.43053645116919,,,,0.0,601.0
172,ANTALYA,2013/06,-40.0,37.22396576319544,,,,0.0,601.0
173,ANTALYA,2013/07,-40.0,37.23613086770982,,,,0.0,601.0
174,ANTALYA,2013/08,-40.0,38.29189189189189,,,,0.0,601.0
175,ANTALYA,2013/09,-40.0,37.80616740088106,,,,0.0,601.0
176,ANTALYA,2013/10,-40.0,38.00675675675676,,,,0.0,601.0
177,ANTALYA,2013/11,-40.0,55.360724233983284,,,,0.0,601.0
178,ANTALYA,2013/12,-40.0,78.29469273743017,,,,0.0,601.0
179,ANTALYA,2014/01,-40.0,97.04037685060565,,,,0.0,601.0
180,ANTALYA,2014/02,-40.0,87.29367469879519,,,,0.0,601.0
181,ANTALYA,2014/03,-40.0,54.11756756756757,,,,0.0,601.0
182,ANTALYA,2014/04,-40.0,33.22873082287308,,,,0.0,601.0
183,ANTALYA,2014/05,-40.0,36.08606557377049,,,,0.0,601.0
184,ANTALYA,2014/06,-40.0,42.10878661087866,,,,0.0,601.0
185,ANTALYA,2014/07,-40.0,42.30945945945946,,,,0.0,601.0
186,ANTALYA,2014/08,-40.0,48.31886024423338,,,,0.0,601.0
187,ANTALYA,2014/09,-40.0,37.31983240223464,,,,0.0,601.0
188,ANTALYA,2014/10,-40.0,36.336032388663966,,,,0.0,601.0
189,ANTALYA,2014/11,-40.0,57.562237762237764,,,,0.0,601.0
190,ANTALYA,2014/12,-40.0,71.47489823609227,,,,0.0,601.0
191,ANTALYA,2015/01,-40.0,69.51696065128901,,,,0.0,601.0
192,ANTALYA,2015/02,-40.0,43.95539033457249,,,,0.0,601.0
193,ANTALYA,2015/03,-40.0,45.336486486486486,,,,0.0,601.0
194,ANTALYA,2015/04,-40.0,36.567832167832165,,,,0.0,601.0
195,ANTALYA,2015/05,-40.0,40.61943319838057,,,,0.0,601.0
196,ANTALYA,2015/06,-40.0,32.40602582496413,,,,0.0,601.0
197,ANTALYA,2015/07,-40.0,37.68478260869565,,,,0.0,601.0
198,ANTALYA,2015/08,-40.0,43.637241379310346,,,,0.0,601.0
199,ANTALYA,2015/09,-40.0,46.82729805013928,,,,0.0,601.0
200,ANTALYA,2015/10,-40.0,38.39484396200814,,,,0.0,601.0
201,ANTALYA,2015/11,-40.0,54.24686192468619,,,,0.0,601.0
202,ANTALYA,2015/12,-40.0,88.65810810810811,,,,0.0,601.0
203,ANTALYA,2016/01,-40.0,59.833558863328825,,,,0.0,601.0
204,ANTALYA,2016/02,-40.0,67.3699421965318,,,,0.0,601.0
205,ANTALYA,2016/03,-40.0,45.26086956521739,,,,0.0,601.0
206,ANTALYA,2016/04,-40.0,49.41283124128312,,,,0.0,601.0
207,ANTALYA,2016/05,-40.0,34.73461012311901,,,,0.0,601.0
208,ANTALYA,2016/06,-40.0,42.18549511854951,,,,0.0,601.0
209,ANTALYA,2016/07,-38.26322930800543,43.3270013568521,,,,0.0,601.0
210,ANTALYA,2016/08,-30.0,53.68342391304348,,,,0.0,601.0
211,ANTALYA,2016/09,-30.0,47.798050139275766,,,,0.0,601.0
212,ANTALYA,2016/10,-30.0,60.83468834688347,,,,0.0,601.0
213,ANTALYA,2016/11,-30.0,68.69595536959554,,,,0.0,601.0
214,ANTALYA,2016/12,-30.0,65.19380888290713,,,,0.0,601.0
215,ANTALYA,2017/01,-30.0,58.580732700135684,,,,0.0,601.0
216,ANTALYA,2017/02,-30.0,77.07886904761905,,,,0.0,601.0
217,ANTALYA,2017/03,-30.0,49.69580419580419,,,,0.0,601.0
218,ISTANBUL,,,,,,,,
219,ISTANBUL,2007/01,,90.40693430656934,21.530364372469634,47.25101214574899,15.76595744680851,,
220,ISTANBUL,2007/02,,55.41468253968254,32.491968418186765,41.722297849169614,13.034901365705615,,
221,ISTANBUL,2007/03,,49.91138514482363,41.93795826283136,36.83220530174845,10.53446033810143,,
222,ISTANBUL,2007/04,,56.046100818612665,56.42602700373456,63.80465383510486,7.703865791393143,,
223,ISTANBUL,2007/05,,61.87668988119623,45.314900572051215,44.39607736311632,25.713126843657818,,
224,ISTANBUL,2007/06,,72.23231592651526,25.939190999196356,31.455397803375302,24.477333333333334,,
225,ISTANBUL,2007/07,,75.73021024410893,22.674569573807506,28.17132373694609,179.0361010830325,,
226,ISTANBUL,2007/08,,131.24954954954956,30.855589629216617,22.923334262614997,5.478354978354979,,
227,ISTANBUL,2007/09,,48.76863379143088,34.922374429223744,45.27882420091324,10.221556886227544,,
228,ISTANBUL,2007/10,,55.32820280669986,50.223287184948525,35.39048633297835,6.935887412040657,,
